Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
194533,1057254,-11,1,70.4048,7.00529,-20.2958,-67.051,-1.85661,-1.23844,11,-1,18.7717,-12.1176,6.2531,12.9012,0.842759,2.6652,11,-1,9.97475,6.01696,7.0131,-3.7561,-0.396046,0.861699,-11,1,10.8496,8.50153,-1.7944,-6.49749,-0.691385,-0.208014
194533,696572,-11,1,100.968,44.8663,0.699062,-90.4491,-1.45065,0.0155797,11,-1,33.5888,-30.0549,-7.48109,-12.9979,-0.408233,-2.89764,-11,1,12.888,-4.54333,7.62623,-9.34338,-0.91804,2.10809,11,-1,22.8118,-7.96772,0.945938,-21.3541,-1.70556,3.02342
194533,1032479,-11,1,77.9562,70.029,32.5496,10.6602,0.137608,0.435095,11,-1,83.4614,-66.234,36.8363,-34.9563,-0.446275,2.63404,-11,1,34.1691,4.76176,-32.3592,-9.88597,-0.29783,-1.42469,11,-1,32.5708,-3.60593,-32.3607,-0.801938,-0.0246263,-1.68177
194533,464949,-11,1,68.6823,-22.132,40.1572,51.1354,0.960548,2.07451,11,-1,33.181,25.6271,-15.9413,13.7879,0.442286,-0.556476,11,-1,10.8619,2.47615,8.14628,6.74441,0.72651,1.27571,-11,1,7.12658,-6.39084,-1.6309,2.69916,0.398595,-2.89173
206859,786416,11,-1,29.2309,14.0201,5.2819,-25.0994,-1.28823,0.360292,-11,1,19.7107,-9.67066,-4.99009,16.4344,1.20041,-2.66523,11,-1,28.7579,7.74498,-3.54862,27.467,1.88703,-0.429638,-11,1,19.5672,-6.4597,2.80678,18.2556,1.68086,2.7317
194533,454287,-13,1,10.6347,0.757409,1.86687,10.4416,2.34767,1.18538,-11,1,60.633,-27.5268,9.63227,-53.1587,-1.36145,2.80499,-11,1,22.9037,6.51588,3.77809,-21.6298,-1.77708,0.525455,11,-1,24.5061,3.06215,5.76842,-23.6199,-1.99729,1.08278
206859,1173128,-11,1,38.2822,32.5253,18.9479,6.972,0.184176,0.527496,11,-1,32.9446,-18.1295,-20.2601,-18.6063,-0.639819,-2.30075,-11,1,13.1478,10.0536,8.37092,1.31075,0.100025,0.694322,11,-1,10.1981,8.52566,4.09434,3.81466,0.393129,0.447713
194533,1248409,11,-1,53.3951,-13.4247,15.9039,49.172,1.59497,2.27187,-11,1,50.4223,-12.4584,9.20855,47.9833,1.84876,2.50507,-11,1,15.1852,-1.77809,-13.3571,-7.00129,-0.498655,-1.70314,11,-1,29.7759,6.64847,-4.18566,28.7208,2.00765,-0.561877
194533,54154,11,-1,107.575,-104.914,21.2594,10.6584,0.0994043,2.94166,-11,1,263.574,79.1707,-50.1096,-246.358,-1.69422,-0.564282,-11,1,69.7157,-38.1003,3.10098,-58.3012,-1.20864,3.06038,11,-1,27.7709,13.1417,-23.5546,-6.61061,-0.242696,-1.06189
200519,3540,11,-1,98.2892,-1.10037,-61.8576,76.3753,1.03787,-1.58858,-11,1,57.4054,-37.3791,-43.1762,5.83125,0.101932,-2.28435,11,-1,57.5181,-27.6461,40.498,-30.0656,-0.580068,2.16978,-11,1,24.2841,7.02007,22.872,-4.16053,-0.173034,1.273
206859,1352565,-11,1,75.1971,20.1805,68.2639,-24.2359,-0.334211,1.28336,11,-1,50.2472,7.14704,-49.2167,-7.17035,-0.143682,-1.42659,-11,1,48.049,-23.7541,31.3599,27.5863,0.653661,2.21906,11,-1,33.1916,7.77313,-28.8423,-14.4702,-0.46723,-1.30755
